문장	여성/가족	남성	성소수자	인종/국적	연령	지역	종교	기타 혐오	악플/욕설	clean	개인지칭
학래가 강간했나? 아니면 둘이 좋아서 붙어서 하다보니 임신했다. 문제는 둘이 교미하면 임신한다는것을알았을텐데? 하옇튼 떡칠때는 기분 좋았겠지?	0	0	0	0	0	0	0	0	1	0	0
정부가 아무리 막으려해도 한두마리 미꾸라지 같은 자들이 망치는구나 ,,,,	0	0	0	0	0	0	0	0	1	0	0
노인비하하는 좆족들이 일베를 먹었네 큰일났다 위기다	0	0	0	1	0	0	0	0	0	0	0
한남진보:거지남도 부자남과 평등^^하게 룸싸롱 다닐수있는 세상을 만듭시다아아악!!	0	1	0	0	0	0	0	1	0	0	0
그냥 쿨하게 다 허용해줘	0	0	0	0	0	0	0	0	0	1	0
이젠 대깨문이 아니라 폐깨문이다 ㅋㅋ 우한 폐렴 걸려서 뒤져도 자한당 일본 탓할 새끼들임 ㅋ	0	0	0	1	0	0	0	0	0	0	0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ말투봐라	0	0	0	0	0	0	0	0	1	0	0
학식충이라 차는 안타봐서 모르겠고 콘돔비 콘돔 내가 사는데 3개들은거 쬐끄만거에 4~5천원하는거 학식 한번 먹을 수 있는돈 내가 전부 부담함	0	0	0	0	0	0	0	0	0	1	0
김치년보다 나음	1	0	0	0	0	0	0	0	0	0	0
문빠가 드디어 돌아서 소수인권자들 공격하는순간~ 그야말로 ㄱㅆㅅㅌㅊ 오픈이다 ㅋㅋ 문재인이 주장하는 사람이 먼저다 프레임 자체가 괴멸하는거임 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ2주면 역전되고도 남는시간이다 이기야!~	0	0	0	0	0	0	0	0	1	0	0
연변버리고 대림동 외 서울곳곳에 좆족바퀴벌레 자치주 건설햇잖노	0	0	0	1	0	0	0	0	0	0	0
제목 칭찬이노	0	0	0	0	0	0	0	0	0	1	0
작가라서 소설쓰나보네	0	0	0	0	0	0	0	0	1	0	0
문재앙:이성미로는 안된다고!! 손혜원 빨리 숨겨야해!!! 생각없는 기집이랑 맘충들이나 연예기사에 속지 나머지 놈들은 이제 속지도 않는다고!!	1	0	0	0	0	0	0	0	0	0	0
여대생은 뭐다? 페미 새1끼	1	0	0	0	0	0	0	0	0	0	0
TRASH ARTICLE that trying to support disgusting homosexuality. Wake up Korea !!!	0	0	1	0	0	0	0	0	0	0	0
외모 갠춘한데 치아가 문제노..교정이라도 하지.	0	0	0	0	0	0	0	0	1	0	0
승리 박중사 우연같지? 필연임그냥 전라도는 일반적인 시각으로 이해하려고하면 안 됨논리회로자체가 달라	0	0	0	0	0	1	0	0	0	0	0
서초동200백만 조국사수 검찰개혁 그러는 니넨 1천명 어따. 대구. 에서. 뭐해~	0	0	0	0	0	1	0	0	0	0	1
뭐래는거야 토착왜구 주제에. 밤에 길가다가 니 뒤통수 누가 쳐서 호박 터지면 그건 니 호박이 잘못한거니까 니 뒤통수 반성해라	0	0	0	1	0	0	0	0	0	0	0
첫짤 중간에 최홍만이 있냐?	0	0	0	0	0	0	0	0	0	1	0
방송도 아닌 촬영장에서 아니아니 아니라요가 반말이라고 매장 욕 한번 했다고 매장 몇일 후에 개좆 옹달샘은 고정 하차 1도 없음 좆	0	0	0	0	0	0	0	0	1	0	0
근데 쟤들은 섹스할때 얼굴 벗기냐? 아니면 한상태에서 하는거냐?	0	0	0	0	0	0	0	0	1	0	0
시발 종교에 빠져서 상식을 무시하면 그냥 정신병이지 다른거 없다	0	0	0	0	0	0	1	0	0	0	0
세월호때 오댕으로 비하하던 넘들이 할말은 아닌듯	0	0	0	0	0	0	0	0	0	1	0
처벌했으니까 욕하지말자가 아니잖아 이분탕홍어병신새끼들앜ㅋㅋㅋㅋㅋ라도는 아직도 진행중인 염전노예 처벌도 안하는 곳이니 더 좆같이 냄새나는 곳이라는 거다	0	0	0	0	0	1	0	0	0	0	0
혹시 모르지 나중에 이 일게이도 갹@이 처럼 훗날 기억 될 지	0	0	0	0	0	0	0	0	0	1	0
저는 오늘 꽃 받았어요(정희진) 책 제목 좀 틀릴 순 있는데. 여튼. 저 2 책 선물했노.	0	0	0	0	0	0	0	0	0	1	0
지금 페미문제도 정말 암담하지만 자한당이 최소 10년은 바닥을 지켜주겠네요. 진짜 눈앞이 캄캄..	0	0	0	0	0	0	0	0	0	1	0
깨시민이라고 자처하는 진보 진영에서는 좋아하겠군... 그러나 정신병	0	0	0	0	0	0	0	0	1	0	0
가녀린 백녀가 때려서 타격감이 없어서 그럼. 흑녀가 때렸으면 이성잃고 반격했을꺼야.	1	0	0	1	0	0	0	0	0	0	0
민폐쟁이들...부끄러운줄아시길..	0	0	0	0	0	0	0	0	1	0	0
둘다 쌍도 머구노	0	0	0	0	0	1	0	0	0	0	0
이미 8월 14일에 검사 확진자수가 279명이었다. 이수치를 발표한게 8월 15일이었고..이 숫자가 광화문집회 탓이냐?	0	0	0	0	0	0	0	0	0	1	0
동탄 특징: 머갈통 텅텅빈 노가다꾼 점령한도시	0	0	0	0	0	1	0	0	0	0	0
앱충재기 빌어준다이기 보험금 두둑히 챙겨라^오^	0	1	0	0	0	0	0	0	0	0	0
보복이 혹시 이간질이지?이간질 당하니깐 무섭던데	0	0	0	0	0	0	0	0	0	1	0
걍 북폭해버리지 ㅈ같은 개돼지 나라 왜 자꾸 포옹해줄려고 하노	0	0	0	1	0	0	0	0	0	0	0
이마트 어제 바글바글 하더라.	0	0	0	0	0	0	0	0	0	1	0
눈들이 삔것 아닌가 관점 문제겠지.	0	0	0	0	0	0	0	0	0	1	0
암튼 🐕 먹사들이 문제네 느그들 믿는 하나님 개가 그리 하라고 하던 아 호 빡치네...	0	0	0	0	0	0	1	0	0	0	0
와. 씨발 항마력 딸려서 못보겠다. 한국 80년대생 보지년들에게 무슨일이 일어났던거냐?	1	0	0	0	0	0	0	0	0	0	0
저새끼들 쓰리섬 후장섹스할려고 모텔가고 있네 병신똥꼬충새끼들	0	0	1	0	0	0	0	0	0	0	0
혹시 이미 뒈져서 썩고있는거 아니노? 깔깔 주어읍다 이기	0	0	0	0	0	0	0	0	1	0	0
동성애가 아니라 동성욕	0	0	1	0	0	0	0	0	0	0	0
밥좀남기지마 한국새끼들아 라고하는 흑인짤 생각나노 ㅋㅋ	0	0	0	0	0	0	0	0	0	1	0
킴카다시안이 배우인줄 처음 알았네	0	0	0	0	0	0	0	0	0	1	0
급식이또......	0	0	0	0	1	0	0	0	0	0	0
첫째 김치녀보지좀 뚫겠노	1	0	0	0	0	0	0	0	0	0	0
이번 전염병으로 동북아를 사회, 경제적으로 초토화시키겠다는 거겠네. ㄷㄷ	0	0	0	0	0	0	0	0	0	1	0
외노자남 등등 보다도 못한데 무슨 도덕을 챙기고 애국심을 가지노 여자 빼고는 다 버려야 그나마 나아진다 이기	0	1	0	1	0	0	0	0	0	0	0
개정안 반대청원이다.20만명밖에 안된다. 빨리 퍼트려라.	0	0	0	0	0	0	0	0	0	1	0
무슬람 새끼들은 목을 쳐서 믹서기에 대가리 째로 갈아버려야한다	0	0	0	1	0	0	1	0	0	0	0
봊나 멋지네ㅋㅋ같이 커버해주는 흑인련들까지 개사이다	0	0	0	1	0	0	0	0	0	0	0
정말 노릇노릇한 사연이네요ㅜㅠ	0	0	0	0	0	0	0	0	0	1	0
어휴 극혐 ㅋㅋㅋㅋ	0	0	0	0	0	0	0	0	1	0	0
이슬람 난민을 받지 말아야 하는 이유이다	0	0	0	1	0	0	1	0	0	0	0
무슬림은 죄짓지 않아도 센조이하네사스갓 범죄에 최적화된 인종	0	0	0	1	0	0	0	0	0	0	0
저날 후장 ㅈㄴ 뚫었겠네 게이들	0	0	1	0	0	0	0	0	0	0	0
저 뒤에 아파트만 찾으면 너희 집 피자 배달 가능하냐?	0	0	0	0	0	0	0	0	0	1	0
끼리끼리산다고 목사가 아니고 살마인마 부부고만	0	0	0	0	0	0	1	0	0	0	0
존중함으로써 비로서 존중받을 자격이 생기는거지 ....	0	0	0	0	0	0	0	0	0	1	0
난 맑은하늘보고싶다 어차피한국에친구도없고 부모도없는데 ㅋ 그리울일없을듯.	0	0	0	0	0	0	0	0	0	1	0
1번도좆타 낚여서들어온좆놈들 부랄발광 자드르르할듯	0	1	0	0	0	0	0	0	0	0	0
맘충들이 돈 아낄려고 아이만 극장에 남겨두는 경우도 많다. 각성해라 해충들아!	1	0	0	0	0	0	0	0	0	0	0
ㅋㅋㅋ 교회를 사막무당 그 씨발새끼를 믿으러 가냐?인맥쌓고 청년부 들어가서 착한교회오빠 컨셉잡고 민짜 한번 먹어보려고 가는거지 ㅋㅋㅋㅋㅋㅋ	0	0	0	0	0	0	1	0	0	0	0
임규민 기자님... 동성애 옹호법은 '국민 개인에 대한 나라의 방임'이자 '과잉억압'입니다	0	0	1	0	0	0	0	0	0	0	0
불쌍한 계집들.......................	1	0	0	0	0	0	0	0	0	0	0
계집들은 창녀라고 하면 존나 싫어하는데 정작 자신들은 결혼 상대를 고를때 창녀와 같은 시각로 상대를 고른다	1	0	0	0	0	0	0	0	0	0	0
ㅋㅋ않되고 라고 쓴거부터 웃챙 어그로 관종이노 익이ㅋㅋㅋ 혜민이놈 속세에 관심 끊어라 익이	0	0	0	0	0	0	0	0	1	0	0
직장인들 쉬는 일요일에 영업 못하게 하는 건 진짜 ㅋㅋㅋ 그렇다고 직장인들이 전통 시장을 가냐?? 덥고 추운데 ? 그냥 온라인으로 때려버리지	0	0	0	0	0	0	0	0	0	1	0
ㅋㅋㅋ '추'로 해놓고 선동 보소	0	0	0	0	0	0	0	0	0	1	0
보건당국말은 안믿고 인터넷에 떠도는 글은 믿는 한심한 작태. 글구 교회서 하는 일은 생각도 안하고 무조건 받아들이는 한심한 성도.	0	0	0	0	0	0	1	0	0	0	0
웜 인기만점이노	0	0	0	0	0	0	0	0	0	1	0
와꾸는 쇄국정책 중이냐? 낮짝도 제발 진보좀 했으면..	0	0	0	0	0	0	0	0	1	0	0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ일게이 병신들아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 예수 존나까더니 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 보지땜에 신경도 안쓰네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0	0	0	0	0	0	0	0	1	0	0
남성호르몬 가진 개체는 본능적으로 다른 수컷과 대립한다고한다. 게이가 이상한거	0	0	1	0	0	0	0	0	0	0	0
본인들 성향은 이해하나..축제를 꼭 해야하나요?,...아님 공연장빌려서 본인들끼리 축제하면좋을듯..그럼반감도 줄어들지않을려나...	0	0	0	0	0	0	0	0	1	0	0
1천년이상지배층이 경상도민들이다고조선~3국통일한 '경북=신라'이래로 대한민국=경상도,경상도=대한민국이다대한민국상류층=경상도=최상류층언어맞다.	0	0	0	0	0	1	0	0	0	0	0
남미 여행 갔다가 집단 강간 당하고 참수 당한 한국인도 있었잖아어디 위험구역에 갔다 봉변당한게 아니라 볼리비아 무슨섬인가 존나 유명한 관광지였는데도 그리 됐다더라	0	0	0	1	0	0	0	0	0	0	0
중동여자 이쁘다..남자한테 잘하고 섹스도 잘하고 애도 많이 낳고 김치녀들 유학가자 중동으로	1	0	0	1	0	0	0	0	0	0	0
실좆한남들 단체로 한강정모하노	0	1	0	0	0	0	0	0	0	0	0
평양은 ㄹㅇ 김씨왕조에 충성스러운 사람만 산다던데 이새끼 탈북자인척하는 간첩 아니냐?	0	0	0	1	0	0	0	0	0	0	0
아직도 좆븅신인 새끼 6969명 있긴 한데 예전과 비교해서 뭔가 달라진건 확실히 느껴진다. 근데 태도면에서 그렇지 법이나 제도나 실질적 사회적 차별은 그대로노. 더 패야한다	0	0	0	0	0	0	0	0	1	0	0
패스트푸드는 햄버거에 패티 들어가는데 이건 어케 쳐먹어?패티는 할랄푸드야?	0	0	0	0	0	0	1	0	0	0	0
몇일 잠잠 하더니.... 김부선이 미혼모라지만 애가 성인인데... 차라리 이재명 이야기 말고 미혼모 열사로 바뀐다면 몰라도.... 이건 그저 관심이 필요하다고 애원하는것 같아보이네...	0	0	0	0	0	0	0	0	1	0	0
넘의 일에 입 터는게 참 입싼 한남들 답노 깔깔깔	0	1	0	0	0	0	0	0	0	0	0
옥자환 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0	0	0	0	0	0	0	0	0	1	0
전재산 몰수 ㅋㅋㅋㅋㅋㅋㅋㅋ 너 왜 1랩이냐?	0	0	0	0	0	0	0	0	1	0	0
우는것은 들켰기 때문이다	0	0	0	0	0	0	0	0	0	1	0
전세계에 다문화가 아닌 나라 하나 가져와봐	0	0	0	0	0	0	0	0	0	1	0
34모쏠이다 21살여대생이 좋은데 방법 없노	0	0	0	0	0	0	0	0	0	1	0
유럽,아메리카 특 ) 난민 ok 하는데 아시아인은 죽어도 안받고 정작 중동새끼들 처 받고 피눈물 흘림	0	0	0	1	0	0	0	0	0	0	0
세금이나 제대로 내라.	0	0	0	0	0	0	0	0	1	0	0
ㅋㅋㅋ 걍싹다 코로나로 뒤져야하는데 ㅋㅋ	0	0	0	0	0	0	0	0	1	0	0
눈물나도록 고맙다 짱깨새끼들아~~~!!! 정복 안해준게 아니라, 지들이 이민족한테 정복당하느라 정신이 없었겠지.	0	0	0	1	0	0	0	0	0	0	0
좆팔새끼 애비가 언제 나를 낳았노 좆팔놈아 토니좆놈 창조주 말대로 잠깐 기분만 냈지	0	0	0	0	0	0	0	0	1	0	0
출구? 출구리 밥조용 헤ㅇ으으윽.. 호에에에에	0	0	0	0	0	0	0	0	0	1	0
그건 걍 갱생불가 흉자샛기들이고 ㅋㅋㅋㅋㅋ 걔넨 맞아야 정신차림	0	1	0	0	0	0	0	0	0	0	0
저기 존나 모태 개독들의 꿈의 학교 중 하나일걸	0	0	0	0	0	0	1	0	0	0	0
미친새끼네 ㅋㅋㅋㅋ	0	0	0	0	0	0	0	0	1	0	0
유방 튀어나왔는데 어떻게 하냐, 무슨 따로 샤워할수도 없는데	0	0	0	0	0	0	0	0	0	1	0
이런 기사를 보고 동성애의 실체를 알아야합니다!!!	0	0	1	0	0	0	0	0	0	0	0
규모를 키우려고 하면 할수록 망가지노. 윾입 늘려야된다 어쩐다할수록 꿘충 쓰끼고 난리나는 쀼젤. 스탠스가 완고할 때 커지는 규모야말로 진정한 의미가 있노. 워마드만큼 스탠스 확고하고 다른 꿘 쳐내는 데 없노. 타협은 없다 이기아^좆^	0	0	0	0	0	0	0	0	1	0	0
나 그냥 종교 자체가 싫어 ㅠ	0	0	0	0	0	0	1	0	0	0	0
대통령님.국무총리님~~ 저래도 교회는 봐줄껀가요? 혹시. .당신들이 교회인들 인가요? 죄없는 자영업자 죽이지말고요. 교회도 잡아 쳐넣으세요	0	0	0	0	0	0	1	0	0	0	0
씨발! 밥이나 하라 이기야앗!!주차도 몬하능기이!	0	0	0	0	0	0	0	0	1	0	0
저거 아직도 안고쳤노 예전에 신문고에 모순이라고 민원 넣었는데 예전에는 그런의미로 쓰였다 과거에 쓰였던 의미까지 등재할필요가 있다 100년뒤에 봤을때 이해할수있게웅앵거려서 좆나빡쳤다 이기	0	0	0	0	0	0	0	0	1	0	0
이건 ㄹㅇ 멍청도 친구들 많은데 다 이 얘기 함 ㅋㅋ	0	0	0	0	0	1	0	0	0	0	0
이상한 동그란 스티커같은거에 의미부여하는이유가뭐임 태우던말던 낙서를하던말던 어쩌라는건지 대체 누가보면 범죄라도 저지른줄알겠네;;	0	0	0	0	0	0	0	0	1	0	0
저 닭 껍질 같이 생긴 새 끼좀 안보고싶다	0	0	0	0	0	0	0	0	1	0	0
틀니새끼들 또 시작이네	0	0	0	0	1	0	0	0	0	0	0
반갑노 같이 한남패자이기야	0	1	0	0	0	0	0	0	0	0	0
여성부에서 저런 개슬람 외노자 새끼들 인권보호해주는거 보면 존내 욱낌.	0	0	0	1	0	0	1	0	0	0	0
현실을 정확히 파악하고 있네	0	0	0	0	0	0	0	0	0	1	0
BDSM은 젠신에 버금가는 정신병자새끼들이노 ㅋㅋ	0	0	1	0	0	0	0	1	0	0	0
아주 자기가 신인줄 아는 악한 자...	0	0	0	0	0	0	0	0	1	0	0
조선족 새끼들은 짱깨 정부에 만주국 독립을 강력 요구하라!!그 전에는 니들도 그냥 짱깨임. Free Manchuria!!! 만주국 독립 요구하면 그때부터 니들은 동포다	0	0	0	1	0	0	0	0	0	0	0
그냥 병신같은놈이였지	0	0	0	0	0	0	0	0	1	0	0
나이나이나이나이 나이아가라 엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0	0	0	0	0	0	0	0	0	1	0
충동만 느끼지말지..시도도 했었어야지..실패하지 않았으면..	0	0	0	0	0	0	0	0	1	0	0
가짜뉴스라고 여론몰이 한거 사과하고 정정보도도 해줘야 하는거 아닌가요?	0	0	0	0	0	0	0	0	0	1	0
연관된것들은 우리쪽 의석수 줄어드는 한이 있더라도 모조리 날려버려야한다 우리가 남이가는 왜구들이나 외치는거지	0	0	0	1	0	0	0	0	0	0	0
전라도랑 조선족 페미 합치면 30퍼쫌 되지 않노	1	0	0	1	0	1	0	0	0	0	0
일부 생각 없는 젊은이나 쓰는 프로불편러라는 용어를 기자라는 양반이 그대로 따라 하다니. 정신 차리자.	0	0	0	0	1	0	0	1	0	0	0
킹인지 감수성 판결에 지금 대통령이 꼴페미 페미니스트 대통령인데 여자의 카더라 증언만으로도 남자 좆대는 세상임	1	0	0	0	0	0	0	0	0	0	0
측은하다.... 너무놀리지마라...	0	0	0	0	0	0	0	0	0	1	0
노짱사진보여주는거는 고문아니냐?	0	0	0	0	0	0	0	0	1	0	1
이새끼 짤게에서 맨날 예수 찬양하는 개독이다이새끼 짤게에서 맨날 예수 찬양하는 개독이다이새끼 짤게에서 맨날 예수 찬양하는 개독이다이새끼 짤게에서 맨날 예수 찬양하는 개독이다	0	0	0	0	0	0	1	0	0	0	0
착한홍어는 죽은홍어일뿐	0	0	0	0	0	1	0	0	0	0	0
싹다 지옥으로 가거라.	0	0	0	0	0	0	0	0	1	0	0
나이어려도 아기 안낫는 사람도 많은데 가임기 기준이라는 편협한 생각은 너무 시대착오적이라고 생각안됨?	0	0	0	0	0	0	0	0	0	1	0
어휴 저런새끼들이 맨날 와서 북딱딱 거리면서 운지운지 거린다 생각하니 틀딱 이상으로 좆같네.....	0	0	0	0	1	0	0	0	0	0	0
흔적기관이노 후팔	0	0	0	0	0	0	0	0	1	0	0
자기가 중국인이라고 생각하면 중국인들이 자기들 부르는대로 부르면 되겠네. 중국사람들이 한국동포라부르냐 조선족이라 부르냐;;	0	0	0	1	0	0	0	0	0	0	0
짱꼴라 근본없는 같잖은 것들	0	0	0	1	0	0	0	0	0	0	0
이래서 개독교가 개병신 쓰래기임	0	0	0	0	0	0	1	0	0	0	0
땅부터 사놓고 논의 시작하는구나 아가리를 확 마!!	0	0	0	0	0	0	0	0	1	0	0
ㅋㅋㅋㅋㅋㅋ 지옥에서사탄만났노?	0	0	0	0	0	0	0	0	1	0	0
쌍도 허세보면 개밉상	0	0	0	0	0	1	0	0	0	0	0
충북 오창 40대 한남 맨홀 살인 사건 ㅋㅋㅋㅋㅋ 한남들 조심하라이기야 ㅋㅋㅋ	0	1	0	0	0	0	0	0	0	0	0
저러니 거르지... 그리고 요즘 페미가 페미인가요. 정신병이지... 여성의 권리와 평등을 위해서라도 더 늦기전에 페미가 정신차려야 합니다.	1	0	0	0	0	0	0	0	0	0	0
어우시발 저런데 한달만 살면 정기 다빠지겟지?	0	0	0	0	0	0	0	0	1	0	0
저거 컨셉 아니네 ㅎㄷㄷㄷ	0	0	0	0	0	0	0	0	0	1	0
미국인가? 거기서도 유명 영화배우 똥꼬충들 사기결혼하지 않았노. 드라마도 있다고 한거 같은데. 존나 열받는건 사기결혼 똥꼬충이랑 사람이랑 여전히 사이 좋다고? 함. 근데 솔직히 사기당했는데 사이좋게 지낼수 있을리가 없고	0	0	1	0	0	0	0	0	0	0	0
우리학교는 준나 클린하노..요근래 페미글 그것도 까는글 하나밖에없눈데 그마저도 멧돼지한마리만 몸부림중ㅋ	0	0	0	0	0	0	0	0	0	1	0
이슬람,기독교 모든 종교는 말살해야한다.	0	0	0	0	0	0	1	0	0	0	0
예수가 구라치라고 시키드나?	0	0	0	0	0	0	1	0	0	0	0
박수무당 쉐리... 꿈많은 한 소년의 인생짚밟고 한가족을 파괴하고 시키고 지는 살고 있나? 항문성교가 왜 에이즈 질병에 감염되는 취약한 구조라는걸 알게되었네요.. 그러니 동성애 강간 한번으로도 에이즈감염이 되어 영육이 죽게되는거였네요...ㅜㅜ	0	0	1	0	0	0	0	0	0	0	0
그래도 쟨 유쾌하놐ㅋㅋㅋㅋㅋㅋㅋ	0	0	0	0	0	0	0	0	0	1	0
외대에 왜 외노자들이 잔뜩있노 .. 니네 나라로 가 학교 이름에 똥칠하지말구요	0	0	0	1	0	0	0	0	0	0	0
윤석열은 단호히 반대하길 바란다 저거 말이 좋아 차별금지법이지 게이 레즈비언들이 판치게 만드는 악법이다 지들 자식들 다 키워놓은 국가망치는 썅노무들이야 상관 없겠지만 우리 아이들은 어쩌냐 쉽게말해 군대가서 내 아들 bu알 주무르는 고참 놈 게이라고 신고도 못하게 만드는 악법이다	0	0	1	0	0	0	0	0	0	0	1
하도 보수집회 물고 늘어지니 차량 시위라도 하겠다는건데 그런거에 대한 자유도 박탈하는 쓰레기 정부.. 솔직히 이정부도 코로나만 아니었으면 벌써 끝나고도 남았다. 이렇게 엿같은 나라꼬라지는 처음이네. 내로남불의 극치	0	0	0	0	0	0	0	0	1	0	0
법은가장보수적으로신중하게많은여론조사를동반하고기존에위대한헌법아래맞는지를정확하게검토후진행되어야한다고생각합니다차금법으로서양의많은나라가어려움에처한것으로알고있는데...차금법어떠한미화와보정을한다해도반대합니다!	0	0	0	0	0	0	0	0	0	1	0
희안하게 눈과 누썹사이가 어마어마하게 넓네	0	0	0	0	0	0	0	0	0	1	0
딱 씹선비스럽게 자랐노 ㅋㅋ	0	0	0	0	0	0	0	0	0	1	0
난 그것보다 면사무소 직원이 어떤 불합리한 짓거리햇는지가ㅈ더궁금한데	0	0	0	0	0	0	0	0	1	0	0
ㄹㅇ. 키 작은년들보고는 미적으로 별로라고 후려치고	0	0	0	0	0	0	0	0	0	1	0
이제 모든 교회가 세습하겠네! 예장 통합 가장 큰 교회가 모범을 보였으니... 우리 사회가 어떻게 되려는 건지...	0	0	0	0	0	0	1	0	0	0	0
200보뤀ㅋㅋㅋ 진짜 똥남아가 싸지른 똥덩어리아니랄까봐 도둑질도 좆멍청하게하네ㅋㅋ	0	0	0	1	0	0	0	0	0	0	0
성소수자?..결국 동성연예 아니야?..Like 가 Love 는 아니야..자랑도 아니고..그렇게 산다면야 뭐 할말은 없지만 대놓고 축제 같은건 안했으면 한다..	0	0	1	0	0	0	0	0	0	0	0
이럴거면 모든 확진자들 직업공개 다 합시다. 이게 욕하라고 좌표찍어주는거지 뭡니까? 지금 A목사 미쳤네 역시 개독 극혐 댓글 남기는 이들은 개인정보보호 없는 집단린치에서 다음은 누굴까 생각해보길.	0	0	0	0	0	0	1	0	0	0	0
이런식이면 간호사도 한 10년 하면 의사면허 주고 그래라 ㅋㅋㅋㅋㅋㅋ 미친 완전히 정신나간 나라 ㅋㅋㅋㅋㅋ	0	0	0	0	0	0	0	1	0	0	0
캬 통구이 부들부들 ㅠ통베분들 애국가 후렴부 한번 불러보시죠?	0	0	0	0	0	1	0	0	0	0	0
공감하노. No means No 좆도 모르는 자지 새끼들한테는 부랄킥이 답이노.	0	1	0	0	0	0	0	0	0	0	0
일단 반일 어쩌고 하면 지능이 낮아 보인다. 보지년들 대가리 수준이야 항상 처참했지만 그년도 잠자리 깔개말고로는 쓸데 없을듯	1	0	0	0	0	0	0	0	0	0	0
당연한 결정 동성애는 무조건 후장 성욕 정신병이다. 레즈던 게이던	0	0	1	0	0	0	0	0	0	0	0
목사는? 아무나 누구든지, 하는거다,~~!거기에,,,,더하면,,,설래발치면,,,,더욱좋고,	0	0	0	0	0	0	1	0	0	0	0
페미들의 검열 역겨운수준	1	0	0	0	0	0	0	0	0	0	0
서울농업게이특별시 ㅆㅂ	0	0	1	0	0	0	0	0	0	0	0
응응 역차별이다 그치 남열람실 부랄내 쉰내 나고 공부 안 하다 도태된 거	0	1	0	0	0	0	0	0	0	0	0
미향스런목사네..	0	0	0	0	0	0	0	0	0	1	0
제목보고 바로 기저귀 예상했는데 맘충은 예상은 빗나가질않노 전라도급 과학이노	1	0	0	0	0	0	0	0	0	0	0
면제 시켜줘도 저 난리다.	0	0	0	0	0	0	0	0	0	1	0
검찰 개혁 반대자!!!	0	0	0	0	0	0	0	0	0	1	0
동포 ㅇㅈㄹ 좆족새기들	0	0	0	1	0	0	0	0	0	0	0
집안에서 애나 쳐보니 사회를 알아야지 뭐김치년은 반사회적인 동물이다 더 웃긴건 이런년들이 공감능력 이지랄함	1	0	0	0	0	0	0	0	0	0	0
일본에서 망한 전례가 있는유토리교육을 따라하려는건가대안은 있어서 없애는건가	0	0	0	0	0	0	0	0	0	1	0
원래 목사들 그런짓 하는거잖아 새삼 놀랄거도 없다 원래 그런짓 할려고 목사 되지않았나?	0	0	0	0	0	0	1	0	0	0	0
까뜨충 OUT	0	0	0	0	0	0	0	0	1	0	0
경제적 자립만 되면 그거 다 편견이 맞지. 어차피 이혼해도 남자건 여자건 누구 하나가 애 봐야 하지 않나.	0	0	0	0	0	0	0	0	0	1	0
의원님 감사합니다♥ 지지하고 존경합니다♥	0	0	0	0	0	0	0	0	0	1	0
난 오히려 반대다담배 술 커피 게임 이렇게 중독성 있는건 전부 금지해야함	0	0	0	0	0	0	0	0	0	1	0
ㄹㅇ 그것이알고싶노	0	0	0	0	0	0	0	0	0	1	0
조선족게이트 진상을 밝혀주세요	0	0	0	1	0	0	0	0	0	0	0
맛있던데 왜 지랄이냐 ㅋㅋ느그 동네가 조리못하는거ㄱ임 ㅅㄱ ㅁㄷㅎ	0	0	0	0	0	0	0	0	0	1	0
기다리던 놈이 나타나 정답을 주노	0	0	0	0	0	0	0	0	0	1	0
동네형이 미얀마 여자 데리고 와서 사는데 괜찮더라. 여자 싹싹하고 그나라에선 배운여자. 대학나오고 미얀마어,한국어,영어 함. 한국어는 배운지 얼마안되서 잘못하지만 의사소통은 하는 정도고 영어는 잘해. 어쩌다 그 녀석한데 팔려왔는지 모르겠다. 좀 불쌍.	0	0	0	1	0	0	0	0	0	0	0
발의만 한거아님?	0	0	0	0	0	0	0	0	0	1	0
아 한남들 다 토막내서 들개먹이로 주고싶노. 모든 생명엔 존재 이유가 있지만 한남들은 그딴거 없노. 들개들의 먹이가 되는 것만이 한남이 세상에 기여하는 유일한 길.. 모든 한남 토막재기 앙망하나이다	0	1	0	0	0	0	0	0	0	0	0
짱깨받고 좃족추가	0	0	0	1	0	0	0	0	0	0	0
조울증과 자살 충동은 진리를 알지 못하고 동성애가 사랑이라고 우기기 때문에 발생합니다~ 당당한 당신의 첫경험이 어땠나요? 당한건가요? 혼자 원했나요~?	0	0	1	0	0	0	0	0	0	0	0
둘다 병신같네 ㅋㅋㅋㅋㅋㅋ	0	0	0	0	0	0	0	0	1	0	0
ㅇㅊㅇㅊ띵문이노	0	0	0	0	0	0	0	0	0	1	0
